FG1	FG2	incompatible
sulphonyl_chlorides	calc_AMINES_AROMATIC_SECONDARY_1	1
sulphonyl_chlorides	sec_boc	0
sulphonyl_chlorides	tert_boc	0
sulphonyl_chlorides	alcohols_primary	0
boronics_aromatic	NO_FG	0
boronics_aromatic	aldehyde	0
boronics_aromatic	alkynes_terminal	0
boronics_aromatic	amines_aliphatic_secondary	0
boronics_aromatic	azide	0
boronics_aromatic	carboxylic_acids	0
boronics_aromatic	thiols	0
boronics_aromatic	calc_THIOPHENOLS	0
boronics_aromatic	calc_NITRO	0
boronics_aromatic	calc_PHENOLS	0
boronics_aromatic	sec_fmoc	0
boronics_aromatic	sulphonyl_chlorides	0
boronics_aromatic	boronics_aromatic	1
boronics_aromatic	tert_fmoc	0
boronics_aromatic	ester_methyl_ethyl	0
boronics_aromatic	nitro_fluoro	0
boronics_aromatic	sec_aniline_boc	0
boronics_aromatic	tert_aniline_boc	0
boronics_aromatic	o_nitro_sec_aniline	0
boronics_aromatic	calc_ARYLHALIDE	1
boronics_aromatic	amines-aliphatic-primary	0
boronics_aromatic	calc_AMINES_AROMATIC_PRIMARY	0
boronics_aromatic	isocyanates	0
boronics_aromatic	isothiocyanates	0
boronics_aromatic	o_iodo_aniline	0
boronics_aromatic	hydrazines_primary	0
boronics_aromatic	nitrile	0
boronics_aromatic	ketones_a_bromo	0
boronics_aromatic	ynones	0
boronics_aromatic	amidines_primary	0
boronics_aromatic	amidines_secondary	0
boronics_aromatic	guanidines_secondary_primary	0
boronics_aromatic	guanidines_secondary_secondary	0
boronics_aromatic	guanidines_tertiary_primary	0
boronics_aromatic	guanidines_tertiary_secondary	0
boronics_aromatic	calc_NAS_ELECTROPHILE	0
boronics_aromatic	o_amino_phenols	0
boronics_aromatic	o_amino_thiophenols	0
boronics_aromatic	o_iodo_sec_aniline	0
boronics_aromatic	triazine_dichloro	0
boronics_aromatic	triazine_chloro	0
boronics_aromatic	calc_AMINES_AROMATIC_SECONDARY_1	0
boronics_aromatic	sec_boc	0
boronics_aromatic	tert_boc	0
boronics_aromatic	alcohols_primary	0
tert_fmoc	NO_FG	0
tert_fmoc	aldehyde	0
tert_fmoc	alkynes_terminal	0
tert_fmoc	amines_aliphatic_secondary	1
tert_fmoc	azide	0
tert_fmoc	carboxylic_acids	0
tert_fmoc	thiols	1
tert_fmoc	calc_THIOPHENOLS	0
tert_fmoc	calc_NITRO	0
tert_fmoc	calc_PHENOLS	0
tert_fmoc	sec_fmoc	1
tert_fmoc	sulphonyl_chlorides	0
tert_fmoc	boronics_aromatic	0
tert_fmoc	tert_fmoc	1
tert_fmoc	ester_methyl_ethyl	0
tert_fmoc	nitro_fluoro	0
tert_fmoc	sec_aniline_boc	0
tert_fmoc	tert_aniline_boc	0
tert_fmoc	o_nitro_sec_aniline	0
tert_fmoc	calc_ARYLHALIDE	0
tert_fmoc	amines-aliphatic-primary	1
tert_fmoc	calc_AMINES_AROMATIC_PRIMARY	0
tert_fmoc	isocyanates	0
tert_fmoc	isothiocyanates	0
tert_fmoc	o_iodo_aniline	0
tert_fmoc	hydrazines_primary	1
tert_fmoc	nitrile	0
tert_fmoc	ketones_a_bromo	0
tert_fmoc	ynones	0
tert_fmoc	amidines_primary	0
tert_fmoc	amidines_secondary	0
tert_fmoc	guanidines_secondary_primary	0
tert_fmoc	guanidines_secondary_secondary	0
tert_fmoc	guanidines_tertiary_primary	0
tert_fmoc	guanidines_tertiary_secondary	0
tert_fmoc	calc_NAS_ELECTROPHILE	0
tert_fmoc	o_amino_phenols	0
tert_fmoc	o_amino_thiophenols	0
tert_fmoc	o_iodo_sec_aniline	0
tert_fmoc	triazine_dichloro	0
tert_fmoc	triazine_chloro	0
tert_fmoc	calc_AMINES_AROMATIC_SECONDARY_1	0
tert_fmoc	sec_boc	0
tert_fmoc	tert_boc	0
tert_fmoc	alcohols_primary	0
ester_methyl_ethyl	NO_FG	0
ester_methyl_ethyl	aldehyde	0
ester_methyl_ethyl	alkynes_terminal	0
ester_methyl_ethyl	amines_aliphatic_secondary	0
ester_methyl_ethyl	azide	0
ester_methyl_ethyl	carboxylic_acids	0
ester_methyl_ethyl	thiols	0
ester_methyl_ethyl	calc_THIOPHENOLS	0
ester_methyl_ethyl	calc_NITRO	0
ester_methyl_ethyl	calc_PHENOLS	0
ester_methyl_ethyl	sec_fmoc	0
ester_methyl_ethyl	sulphonyl_chlorides	0
ester_methyl_ethyl	boronics_aromatic	0
ester_methyl_ethyl	tert_fmoc	0
ester_methyl_ethyl	ester_methyl_ethyl	1
ester_methyl_ethyl	nitro_fluoro	0
ester_methyl_ethyl	sec_aniline_boc	0
ester_methyl_ethyl	tert_aniline_boc	0
ester_methyl_ethyl	o_nitro_sec_aniline	0
